,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating
2901,6626933,Cozy room w/ pvt ba near Red Line!,42.31917912,-71.05992753,Apartment,2,1.0,1.0,1.0,91.0
2903,9493951,Double Room in Beautiful Home!,42.28904796,-71.06320955,Apartment,4,1.0,1.0,2.0,89.0
2904,10034592,1BR/ 1BA in 2BR/2BA w/ ocean view,42.31716801,-71.04048284,Apartment,2,1.0,1.0,1.0,96.0
2905,205894,Beautiful Victorian House/Room D,42.29849091,-71.05880244,House,2,1.5,1.0,1.0,89.0
2906,4875342,1BR - 5 min walk from Red MBTA!,42.29703217,-71.06703984,House,2,1.0,1.0,1.0,82.0
2907,1352776,Cozy Condo w/ Separate Bath,42.31189661,-71.07336743,Condominium,2,1.0,1.0,1.0,93.0
2909,12125635,Minshu's Boston room by subway,42.29197221,-71.06408823,Apartment,2,1.0,1.0,1.0,100.0
2910,4793787,Beautiful Apt/Queen Bed/Near Subway,42.31751337,-71.05386354,Apartment,2,1.0,1.0,1.0,98.0
2911,13417233,"Sunny, private with bath near train",42.2988196,-71.05400236,House,2,1.0,1.0,1.0,100.0
2914,2811937,Room in renovated apartment (Full size bed),42.28439248,-71.06911628,Apartment,2,1.0,1.0,1.0,93.0
2915,9279773,"Great Room near Red Line, free parking",42.309534,-71.04918649,Apartment,2,1.0,1.0,1.0,99.0
2916,7725279,Visit Boston 30 min from Downtown#2,42.28603663,-71.08942826,House,1,1.0,1.0,1.0,94.0
2917,3678429,Immaculate Home away from home,42.28493816,-71.07651054,House,1,1.0,1.0,1.0,95.0
2918,12109171,BOSTON HOME 5 min walk to Train Sta,42.28885815,-71.06566793,Apartment,6,2.0,3.0,4.0,95.0
2919,6627469,Spacious apartment near Red Line!,42.31910921,-71.06168323,Apartment,4,2.0,2.0,2.0,90.0
2921,9494511,Cozy Room in Large Home!,42.28880694,-71.06140756,Apartment,2,1.0,1.0,1.0,89.0
2922,7449448,Visit Boston 30 min from Downtown,42.28664049,-71.08803895,House,1,1.0,1.0,1.0,92.0
2924,533152,The Penthouse | 2BR 1BA | 4th Floor,42.32188941,-71.06182927,Apartment,4,1.0,2.0,2.0,93.0
2925,3415434,"Umass, MGH, City,BCEC,Longwood 2B",42.320428799999995,-71.05225173,Apartment,1,1.0,1.0,1.0,78.0
2926,4431210,"Umass, MGH, City,BCEC,Longwood 3B",42.31803419,-71.05451145,Apartment,1,1.0,1.0,1.0,88.0
2927,826706,Private Room in Spacious Apartment3,42.29996396,-71.08060444,Apartment,2,1.0,1.0,2.0,66.0
2928,3628320,Sunny Two Bedroom Condo,42.29745365,-71.05850363,Apartment,5,1.0,2.0,2.0,88.0
2930,14127153,Transit Accessible Private Room With Airbed!,42.2829924,-71.07393181,Apartment,1,1.0,1.0,1.0,100.0
2931,10068240,Spacious Room on Top Floor!,42.28971393,-71.0614035,Apartment,4,1.0,1.0,2.0,92.0
2932,13098572,Spacious and cozy,42.310428,-71.07530388,House,3,1.0,0.0,2.0,60.0
2933,400067,Private Room in Spacious Apartment1,42.30088321,-71.08189711,Apartment,1,1.0,1.0,1.0,86.0
2934,3250847,Cozy room #1 at nice apt. in Boston,42.31725532,-71.05385501,Apartment,1,1.0,1.0,1.0,80.0
2935,530983,The Grand View | 4 BR 2BA | Home,42.31418505,-71.06000715,House,9,2.0,4.0,4.0,93.0
2936,4447430,Beautiful 3BR Townhouse w/ Garage,42.31057857,-71.05507123,Apartment,6,1.5,3.0,2.0,99.0
2937,531552,The Shawmut | 2BR 1BA | 1st Floor,42.28981312,-71.05900456,Apartment,5,1.0,2.0,3.0,93.0
2938,13313124,Bohemian bedroom 5 min walk to redline Ashmont T,42.28429057,-71.06829088,Apartment,2,1.0,1.0,1.0,80.0
2941,3250739,"Umass,City,MGH,Longwood(BI,BWH)(D)",42.31797689,-71.05501438,Apartment,2,1.0,1.0,1.0,70.0
2942,14632821,Single Room for Rent Close to JFK/UMass Train Stop,42.31799209,-71.05715974,Apartment,2,1.0,1.0,1.0,93.0
2943,6887926,"Umass,MGH,Harvard,MIT,Longwood A3",42.31949173,-71.05423388,Apartment,2,1.0,1.0,1.0,40.0
2944,2000797,Sea view nr metro& Boston center  ,42.31489519,-71.06119371,House,2,2.5,1.0,1.0,90.0
2945,579605,The Mayhew | 2BR 1BA | 3rd Floor,42.32280314,-71.06184461,Apartment,4,1.0,2.0,2.0,93.0
2946,11966297,"2 Bed/ 2 Bath Condo, Boston MA",42.32245256,-71.05807981,Condominium,4,2.0,2.0,2.0,97.0
2947,6870485,A cozy room close to Downtown Bosto,42.31873349,-71.0536317,Apartment,1,1.0,1.0,1.0,89.0
2948,4216208,2 bedroom close to public transit,42.28090262,-71.08174417,Apartment,4,1.0,2.0,3.0,83.0
2949,3052935,Cozy room #3 at nice apt. in Boston,42.31868652,-71.05484341,Apartment,1,1.0,1.0,1.0,77.0
2950,8886703,2Beautiful Philadelphia Style Home!,42.28253505,-71.08625683,House,2,1.5,1.0,1.0,92.0
2951,9685085,Room with AirBed Near T!,42.28851074,-71.06963439,Apartment,1,1.0,1.0,1.0,100.0
2952,12343588,"Cozy 3 Bedroom, 1 Bath, 1st Floor",42.29866325,-71.06087746,Apartment,6,1.0,3.0,3.0,96.0
2953,3945704,"Super quiet, minutes from Downtown!",42.32594687,-71.05921761,Apartment,2,1.0,1.0,1.0,97.0
2955,13767907,Clean Spacious 1 BR Near T Station,42.32124293,-71.04362265,Townhouse,2,1.0,1.0,1.0,73.0
2956,9383459,Urban 1850s farmhouse,42.31486481,-71.06565961,House,3,1.5,1.0,2.0,94.0
2958,13374617,Private Bdr4 with Airbed,42.28272513,-71.07511892,Apartment,1,1.0,1.0,1.0,73.0
2959,4527029,"Umass,City, BECE, MGH, Longwood 16s",42.31226914,-71.05800591,Apartment,1,1.0,1.0,1.0,71.0
2960,14093943,Pied-a'-terre - near everything,42.28155957,-71.06288767,Apartment,4,1.0,1.0,2.0,40.0
2961,7476936,Harbor Point onthe Bay-UMass Boston,42.31676005,-71.04105591,Apartment,2,1.0,1.0,2.0,93.0
2962,1332786,"Cozy Sunporch, Quick Downtown",42.30921908,-71.04564116,House,1,1.0,1.0,1.0,98.0
2963,4350898,10 Minutes to Dowtown! Modern New Bedroom,42.32810032,-71.06174181,Apartment,2,1.0,1.0,1.0,100.0
2964,14040282,Spacious Bedroom at Family Home,42.29855671,-71.06806817,House,4,1.0,1.0,2.0,93.0
2965,3953472,2 Bedroom Condo near the Red Line ,42.29160795,-71.06134784,Apartment,6,1.0,2.0,3.0,95.0
2966,18711,The Dorset | 3BR 1BA | 1st Floor,42.32328571,-71.06210287,Apartment,6,1.0,3.0,3.0,88.0
2967,1544702,Mary's Ocean View Metro Downtown,42.30944862,-71.04554952,House,3,2.0,1.0,2.0,97.0
2968,315982,"Charming, Cozy 2 br Townhouse",42.29928984,-71.05996995,Townhouse,6,1.5,2.0,2.0,87.0
2969,561769,The Sky View | 2BR 1BA | 3rd Floor,42.31323994,-71.06241647,Apartment,6,1.0,2.0,4.0,87.0
2970,12344014,Sun-Drenched Loft,42.31648145,-71.06502548,Apartment,4,1.0,2.0,2.0,87.0
2971,7071883,Spacious 2 bed w parking available,42.31137052,-71.05185432,Apartment,4,1.0,2.0,2.0,97.0
2972,4494419,"Umass, city,MGH,BCEC,Longwood 16E",42.31317862,-71.05637455,Apartment,1,1.0,1.0,1.0,70.0
2973,3166256,Welcome to Shangri la,42.32598026,-71.06134196,Bed & Breakfast,4,1.5,2.0,2.0,96.0
2974,13242393,Renovated House near Subway/Rail Everything New,42.30437279,-71.07193226,Apartment,1,1.0,1.0,1.0,100.0
2976,13979354,"Private Room #2, Free Parking!",42.32075915,-71.06861134,House,4,1.0,1.0,2.0,91.0
2977,10268223,Looking for sublet in January only,42.31792175,-71.05345528,House,2,1.5,1.0,1.0,90.0
2978,3641545,Special Circumstances Extra Room(s),42.30804199,-71.04788235,House,3,2.0,1.0,3.0,100.0
2979,839265,Private Room in Spacious Apartment2,42.2982235,-71.07621396,Apartment,1,1.0,1.0,1.0,89.0
2980,232990,Comfort in Historic Melville Park 3,42.29480477,-71.06813884,House,3,1.5,1.0,1.0,93.0
2981,1584362,Grace's Harborview Fast T Downtown,42.31050176,-71.04811586,House,3,2.0,1.0,2.0,97.0
2982,4503393,"Umass, City, MGH, BCEC, Longwood 2E",42.31812609,-71.05451533,Apartment,1,1.0,1.0,1.0,47.0
2983,1821633,Queen Size Four Poster Bed,42.30957665,-71.0479234,Bed & Breakfast,2,2.5,1.0,1.0,98.0
2984,4934600,Newly Renovated Studio,42.29536597,-71.05958006,House,4,1.0,1.0,3.0,93.0
2985,3394437,Beautiful Single-Family Boston Home,42.31395525,-71.06142191,House,6,3.0,3.0,3.0,87.0
2986,533114,The Sawyer | 2BR 2.5BA | 1st Floor,42.31167122,-71.06168215,Apartment,6,2.5,2.0,3.0,93.0
2987,7367795,3 men & a dog 1 room for rent,42.31912084,-71.05158325,House,2,1.0,1.0,1.0,95.0
2988,8523157,Bright & Spacious Private Room,42.31507326,-71.06342635,House,2,1.0,1.0,1.0,100.0
2989,12586305,Lorna's garden,42.28174863,-71.08586808,House,2,1.0,1.0,2.0,100.0
2990,12175961,Very Close 2 Red Line with AirBed!,42.28825021,-71.06667507,Apartment,1,1.0,1.0,1.0,80.0
2991,6965516,Comfortable Brownstone Home,42.28948306,-71.05939283,House,1,1.0,1.0,1.0,100.0
2992,6655012,Cookyee's Paradise,42.28373701,-71.08581156,House,2,1.0,1.0,1.0,90.0
2993,12126299,"Sunny & Spacious 3 BR, Close to T",42.29538345,-71.06027899,Apartment,6,2.5,3.0,3.0,100.0
2994,5048406,3rd floor room in Victorian House,42.31261082,-71.06709804,House,2,2.0,1.0,1.0,96.0
2995,3311675,"Umass, Harvard, MGH,Longwood, 16D",42.31144209,-71.05763657,Apartment,1,1.0,1.0,1.0,73.0
2997,8161218,"Comfy Room ""A"" On a Scenic Hill",42.31588827,-71.07199504,Apartment,2,1.0,1.0,1.0,100.0
2998,13325983,Private 1 bed/ 1 bath near Red line (JFK/Umass),42.3205905,-71.04375558,Apartment,2,1.0,1.0,1.0,83.0
2999,3294775,Sea view near metro & city center!,42.31417775,-71.060367,House,2,2.5,1.0,1.0,91.0
3000,8947232,5 minutes walk To T Private Room!,42.28958573,-71.06829405,Apartment,1,1.0,1.0,1.0,77.0
3001,13714934,The Urban Treehouse,42.31502071,-71.06252738,Condominium,4,1.0,2.0,2.0,100.0
3003,3946215,"Simple, Quiet & Comfy. South Boston",42.32521458,-71.0586079,Apartment,1,1.0,1.0,1.0,96.0
3004,13699440,Modern 2 family close to Red line,42.29521626,-71.05732569,Apartment,4,1.0,2.0,2.0,100.0
3005,7246272,Stylish Bedroom Suite with Bathroom - Near Subway,42.31775603,-71.06167666,Condominium,2,1.0,1.0,1.0,96.0
3006,6014302,Beautiful 1 Bdrm near Publ Trans.,42.2924911,-71.07464279,House,2,1.0,1.0,1.0,73.0
3007,13927765,Modern Boston Home,42.2909537,-71.0675486,Apartment,4,1.0,2.0,2.0,97.0
3008,200265,Comfort in Historic Melville Park 2,42.29362568,-71.06652076,House,3,1.5,1.0,1.0,93.0
3009,7292184,Bright home with lots of character!,42.29456314,-71.05566392,Condominium,1,1.0,1.0,1.0,93.0
3010,13443949,红线地铁JFK/UMASS 站边上的一个房间,42.31673406,-71.05337817,House,3,1.0,1.0,1.0,80.0
3012,8587030,Welcome to my beautiful home.,42.31627694,-71.06008262,House,2,1.0,1.0,1.0,98.0
3013,3589869,Funky retreat minutes from Red Line,42.28550924,-71.06863201,Apartment,2,1.0,1.0,1.0,80.0
3014,377474,Beautiful Victorian House,42.29838952,-71.05931165,House,14,2.5,5.0,8.0,85.0
3015,13236936,Comfortable room near redline MBTA subway stop!,42.28393321,-71.06883549,Apartment,1,1.0,1.0,1.0,20.0
3016,3539510,The Roseclair | 3BR 1BA | 2nd Floor,42.32328478,-71.05985845,Apartment,6,1.0,3.0,3.0,92.0
3017,213086,Cozy room #2 at nice apt. in Boston,42.31721564,-71.05524407,Apartment,1,1.0,1.0,1.0,92.0
3018,8536113,Melville Park Queen Anne Victorian Home,42.29640597,-71.06156265,Condominium,8,2.0,5.0,4.0,93.0
3019,11584799,Sunish & Giulia's Boston room on T,42.29323736,-71.06401141,Apartment,2,1.0,1.0,1.0,100.0
3020,771309,Room for rent in shared apartment,42.30805304,-71.04966351,Apartment,1,1.0,1.0,1.0,100.0
3021,8291550,beautifully renovated 1st floor apt,42.29490128,-71.05770270000001,Condominium,4,1.0,3.0,3.0,100.0
3022,1944976,1 room with queen bed in Boston...,42.31160698,-71.04612722,Apartment,1,1.0,1.0,1.0,80.0
3023,11258721,Lovely Private Room with Air Bed,42.30461743,-71.07082864,Apartment,1,1.0,1.0,1.0,90.0
3024,3294152,"Garden apartment near subway, beach",42.31490879,-71.06218834,Apartment,4,1.0,1.0,1.0,87.0
3025,8717204,Spacious Apartment Near the Subway,42.29473076,-71.06111949,Apartment,4,2.0,2.0,2.0,90.0
3026,13239143,Small Room Renovated House Walk/Bus to Redline,42.30613475,-71.07287448,Apartment,1,1.0,1.0,1.0,100.0
3027,13861258,Shared room in vibrant South Dorchester,42.28452465,-71.05654046,Condominium,1,1.0,1.0,1.0,100.0
3028,8536127,Bird Street Gated Residence,42.31333166,-71.0658571,House,8,2.0,4.0,4.0,75.0
3031,6881541,"Charming 3BR, 1BA- 5 min to Boston",42.29473076,-71.05525942,Apartment,7,1.0,3.0,4.0,88.0
3032,3344322,"Sea view, near metro & city center!",42.31254826,-71.06227257,House,2,2.5,1.0,1.0,91.0
3033,7454966,"Umass, City, MGH, Longwood, BWH (A)",42.31981841,-71.05454611,Apartment,2,1.0,1.0,1.0,82.0
3034,12593869,Private Bdr3 with Airbed,42.28482106,-71.07315059999999,Apartment,1,1.0,1.0,1.0,90.0
3035,10426124,"Spacious, comfy, Downtown 15 min.",42.31498685,-71.06664345,House,5,1.0,3.0,3.0,81.0
3036,14389002,Studio apartment in Fort Point,42.34840043,-71.04713108,Apartment,4,1.0,1.0,2.0,100.0
3038,10138792,Luxury 2 br on the Waterfront,42.3495061,-71.04761292,Apartment,4,2.0,2.0,2.0,96.0
3039,10905777,South Boston Industrial Loft,42.3396496,-71.04625094,Condominium,2,1.0,1.0,2.0,100.0
3042,7225201,Master bed/bath in lux Seaport bldg,42.34787964,-71.04965607,Loft,2,1.0,1.0,1.0,80.0
3043,13514017,Amazing Two Bedroom w/Boston Skyline Views!,42.35067614,-71.04617638,Apartment,6,1.0,2.0,2.0,92.0
3044,11648688,Boston Harbor View 1 BR Furnished Suite,42.34806598,-71.04014164,Apartment,4,1.0,1.0,2.0,80.0
3045,13450880,Private bedroom in Lux 2-bed Apart,42.35078332,-71.04768246,Apartment,2,1.0,1.0,2.0,100.0
3047,14843783,2 Bedroom Seaport Apartment with City Views!,42.34800058,-71.04818192,Apartment,5,2.0,2.0,2.0,100.0
3048,13221129,Boston 1BR Lux Furnished Apt,42.35331087,-71.0460011,Apartment,3,1.0,1.0,1.0,100.0
3049,10051357,Gorgeous 2BR On Boston Harbor,42.35262542,-71.04744292,Apartment,5,2.0,2.0,2.0,100.0
3050,10050351,Gorgeous 1BR In Seaport Square,42.35329803,-71.04763972,Apartment,3,1.0,1.0,1.0,100.0
3052,5191658,Beautiful New Loft Downtown Boston,42.34976862,-71.05102753,Loft,2,1.0,1.0,1.0,93.0
3054,8271384,Bright Studio by Convention Center,42.34305597,-71.05173074,Apartment,2,1.0,0.0,1.0,95.0
3058,4435883,Luxury Loft in Boston's Fort Point District,42.34954278,-71.04978062,Apartment,3,1.0,0.0,2.0,100.0
3059,13298546,"Fantastic Factory Loft, Downtown",42.34814794,-71.05026474,Loft,2,1.0,0.0,1.0,100.0
3060,13218729,[2002]1BR - Waterside Place,42.34866732,-71.04154003,Apartment,2,1.0,1.0,1.0,60.0
3061,11563716,Lux 3BR in Seaport Square w/wifi,42.35171692,-71.04725718,Apartment,6,2.0,3.0,4.0,95.0
3062,6598203,Lux 2BR Apt Near Seaport w/WiFi,42.34781423,-71.03870202,Apartment,5,2.0,2.0,3.0,88.0
3063,6843850,Boston Penthouse / Seaport District,42.349329499999996,-71.04903144,Apartment,4,2.0,2.0,3.0,90.0
3064,2649521,Modern Southie Condo near BCEC!!,42.34316506,-71.0533876,Apartment,6,3.0,3.0,4.0,100.0
3066,10054046,Stunning 1BR HighRise Apt by Harbor,42.35119473,-71.04712501,Apartment,3,1.0,1.0,1.0,100.0
3067,13510994,Incredible Apartment,42.35090824,-71.04660059999999,Apartment,2,1.0,1.0,1.0,96.0
3068,9218362,Desirable Seaport district apt,42.34863982,-71.03766942,Apartment,3,1.0,1.0,1.0,99.0
3071,6006121,Private Room and private bath,42.33965408,-71.04321253,Apartment,2,1.0,1.0,1.0,92.0
3074,10052824,Lux. 3 BR Apt Near Fort Point,42.35165088,-71.04582204,Apartment,6,2.0,3.0,3.0,100.0
3077,2564544,"Vacation, Business, Location!",42.34737349,-71.05029602,Apartment,2,1.0,1.0,1.0,98.0
3079,2384107,Penthouse Level with Terrace,42.34849537,-71.04817175,Apartment,3,1.0,1.0,1.0,98.0
3080,13951039,Elegant studio loft in Boston's new place to be,42.35018685,-71.0487843,Loft,3,1.0,0.0,1.0,100.0
3083,14158636,Private bedroom in luxury condo,42.35235792,-71.04456596,Apartment,4,1.0,1.0,5.0,100.0
3085,7134081,Made in Fort Point / Seaport Luxury,42.35093487,-71.04836753,Condominium,4,2.0,2.0,2.0,98.0
3086,11087657,South Boston - BCC & Seaport,42.33885181,-71.04538244,Condominium,5,2.0,2.0,2.0,100.0
3087,6609546,Beautiful Waterfront Location.,42.34718667,-71.04107052,Apartment,2,2.0,1.0,2.0,97.0
3088,12639344,1BR Harbor View Furnished Suites,42.34839829,-71.03888688,Apartment,4,1.0,1.0,1.0,75.0
3089,12047758,Boston Harbor View 1 BR Suite,42.34874335,-71.03915072,Apartment,4,1.0,1.0,2.0,90.0
3090,8131907,High Rise Seaport Apartment,42.34726159,-71.03895153,Apartment,2,1.0,1.0,1.0,93.0
3091,10475848,beautiful seaport Apartment,42.34915842,-71.05006484,Apartment,5,2.0,2.0,3.0,88.0
3093,5952474,Seaport Signal Bldg: by Spare Suite,42.34299782,-71.05229787,Apartment,4,1.0,1.0,1.0,88.0
3094,1644031,Large Private bedroom by Seaport,42.34017314,-71.04762982,House,2,1.0,1.0,1.0,87.0
3095,8366402,Modern and luxurious 1BR,42.34360257,-71.04289056,Apartment,2,1.0,1.0,1.0,99.0
3097,11735784,Lux 3BR in Seaport Square w/wifi,42.35264455,-71.04570061,Apartment,6,2.0,3.0,4.0,100.0
3098,12309083,Modern Two Bedroom with Boston Skyline View,42.35166473,-71.04800299,Apartment,6,1.0,2.0,2.0,95.0
3099,11275661,Lux 1BR in Seaport Square w/wifi,42.35335623,-71.04782901,Apartment,3,1.0,1.0,2.0,80.0
3100,10850420,Brand-new corner studio Seaport,42.35150422,-71.04568942,Apartment,2,1.0,0.0,1.0,96.0
3101,13602808,Luxury 2 bed Apt in Seaport area,42.34972481,-71.04755443,Apartment,4,1.0,2.0,2.0,100.0
3102,7982359,Lux 2BR Apt Near Seaport w/WiFi,42.34844285,-71.03707218,Apartment,5,2.0,2.0,3.0,100.0
3103,3363097,Modern Apt in Seaport Area w/ View,42.349618299999996,-71.04944795,Apartment,5,2.0,2.0,2.0,96.0
3104,11276570,Lux 2BR in Seaport Square w/wifi,42.35140332,-71.04650401,Apartment,5,2.0,2.0,3.0,93.0
3106,11734812,Lux 3BR in Seaport Square w/wifi,42.35141569,-71.0458452,Apartment,6,2.0,3.0,4.0,95.0
3107,11572070,Boston Harbor View 1BR Furnished Suites,42.34708323,-71.03810334,Apartment,4,1.0,1.0,1.0,100.0
3108,14387692,Studio Apartment in Boston,42.34355022,-71.04470069,Apartment,2,1.0,0.0,1.0,100.0
3109,13813809,1 BR Furnished Suite in Boston Harbor View,42.34794425,-71.03815713,Apartment,4,1.0,1.0,2.0,80.0
3110,11863590,Boston Seaport 1 BR Suite,42.34772682,-71.03810845,Apartment,4,1.0,1.0,2.0,100.0
3111,13814175,1 Bedroom Furnished Suite in Boston Harbor View,42.34741728,-71.03957807,Apartment,4,1.0,1.0,2.0,93.0
3113,13746896,Modern Seaport District 1 Bedroom + sleeper sofa,42.35043114,-71.05093442,Apartment,4,1.0,1.0,2.0,100.0
3115,13942919,"Comfy, clean studio in Seaport. Great views!",42.34768777,-71.03736622,Apartment,3,1.0,0.0,1.0,97.0
3116,7929879,West Broadway Quarters - hostel unit,42.34330907,-71.05546521,Other,2,6.0,1.0,1.0,87.0
3117,13713713,1 Bedroom - Entire Place (Seaport),42.34765071,-71.03973446,Apartment,2,1.0,1.0,1.0,98.0
3118,11649321,Boston Harbor View 1 BR Furnished Suite,42.34865982,-71.03990624,Apartment,4,1.0,1.0,2.0,100.0
3119,11592067,2 Bedroom 2 Bathroom w/Parking Spot,42.33412269,-71.05505482,Apartment,5,2.0,2.0,2.0,93.0
3120,7853971,Brand New! South Boston 1 bedroom,42.34321886,-71.05714121,Apartment,4,1.0,1.0,1.0,93.0
3121,11970702,Seaport With Views! Walk to BCEC !,42.33789988,-71.04321872,Condominium,4,2.0,2.0,2.0,100.0
3123,6544642,Beautiful Studio in South Boston,42.33498122,-71.03445098,Apartment,2,1.0,0.0,1.0,89.0
3124,7988755,Room/Bath + Breakfast / 4min walk from Train,42.32853396,-71.05385854,Apartment,3,1.0,1.0,1.0,94.0
3125,4996375,Lovely Private Bedroom- Location!,42.34052212,-71.05027109,Apartment,2,1.0,1.0,1.0,98.0
3126,11492423,Ideal location for business or fun!,42.33590742,-71.05536568,Apartment,2,1.0,1.0,1.0,97.0
3127,4586590,Spacious Boston Condo. Stay 4 Less,42.33025092,-71.05624024,Apartment,2,1.0,1.0,1.0,98.0
3128,12581300,Private room in South Boston,42.33084495,-71.05246031,House,2,1.0,1.0,1.0,98.0
3129,6489209,"Large room, excellent access",42.32997558,-71.05910153,House,2,1.0,1.0,1.0,97.0
3130,11986653,"S'Till, No Disrespect by the Beach.",42.32375706,-71.05181173,Apartment,4,1.0,1.0,2.0,85.0
3131,6088708,^Tourist Best Choice Master Bdrm Subway/Downtown,42.32999459,-71.05172341,House,2,1.0,1.0,1.0,92.0
3132,6151079,^Tourist Best Choice Private Room Subway/Downtown,42.32906353,-71.05335996,House,2,1.0,1.0,1.0,94.0
3133,5511924,Private Rm w/Queen Bed & Full Bath,42.33618019,-71.02781455,Apartment,2,1.0,1.0,1.0,96.0
3134,14843050,The apartment you were looking for!,42.3404425,-71.05083043,Apartment,2,1.0,1.0,1.0,100.0
3135,13532311,"1 Queen/3 Twin-Full, near Downtown/Ocean",42.33217337,-71.04835899,Apartment,7,1.0,2.0,5.0,100.0
3136,5078127,2Bed/2Bath with Water & City Views,42.32782861,-71.05397737,Condominium,5,2.0,2.0,2.0,96.0
3137,8274008,"Private Room/Bath in S.Boston, steps to T.",42.33093409,-71.05548828,House,1,1.0,1.0,1.0,98.0
3138,13188046,"Top floor condo w/ parking, roof deck, near beach",42.33224719,-71.03865606,Condominium,3,1.0,1.0,1.0,100.0
3139,11787441,STUNNING SEAPORT AREA HOME 2BD/2BA,42.33748865,-71.04031451,House,4,2.0,2.0,2.0,100.0
3140,4947526,Private Bedroom- 5 min walk to BCEC,42.34072765,-71.05025789,Apartment,2,1.0,1.0,1.0,97.0
3141,11714059,SEAPORT AREA-PRIVATE BATH & PARKING,42.33704779,-71.03876491,House,2,1.0,1.0,1.0,80.0
3142,8649257,Spacious 2/1 Condo Near Subway Stop,42.33024779,-71.05491185,Condominium,4,1.0,2.0,2.0,87.0
3143,13294824,Private Suite with Gorgeous Patio Space!,42.33752003,-71.04209234,House,2,2.0,1.0,1.0,88.0
3144,6296656,Brand New 2 BR | 1 BA in So. BOS #1,42.33418029999999,-71.04426144,Apartment,5,1.0,2.0,2.0,98.0
3145,11008495,Updated Condo in South Boston,42.33580536,-71.04492603,Condominium,3,1.0,1.0,2.0,92.0
3147,13924495,"3B2B + parking, Near T, Downtown,Convention Center",42.33897711,-71.0508938,Apartment,6,2.0,3.0,6.0,100.0
3148,4585452,Single-family 2BR in S. Boston!,42.33240522,-71.05115382,House,5,1.5,2.0,2.0,100.0
3149,6911945,"Lovely, clean 1B, hip neighborhood",42.33716825,-71.05140041,Condominium,2,1.0,1.0,1.0,100.0
3150,14186170,Large & Cozy 1 Bedroom in Center of South Boston,42.33345441,-71.04789353,Condominium,3,1.0,1.0,1.0,96.0
3151,4699742,Beautiful one bedroom apartment,42.33693849,-71.04818784,Apartment,4,1.0,1.0,2.0,88.0
3153,3585343,Private room,42.34039504,-71.05373509,Apartment,2,1.0,1.0,1.0,90.0
3154,8828147,Crash in a lux high rise for cheap,42.341526200000004,-71.05559392,Apartment,1,1.0,1.0,1.0,100.0
3155,1340649,Charming South Boston 2 BR Condo,42.32825379999999,-71.05703601,Condominium,1,1.0,1.0,1.0,90.0
3156,6629066,Brand New 4 BR|2 BA in So. BOS #2+3,42.33580249,-71.04408291,Apartment,8,2.0,4.0,4.0,98.0
3157,12515067,Cozy South Boston Condo w/Backyard!,42.33693676,-71.05070276,House,2,1.0,1.0,1.0,90.0
3158,11757376,SEAPORT AREA-2 BATHROOMS & PARKING,42.3364456,-71.04048657,House,2,1.0,1.0,1.0,100.0
3159,4863101,Ensuite Private Room in Boston,42.33569469,-71.05126740000001,House,2,1.5,1.0,1.0,93.0
3160,9237653,Minutes to Downtown. Morden Room W/ Private Bath!,42.33248367,-71.0494173,Condominium,2,1.0,1.0,1.0,96.0
3161,4863108,Private Ensuite Room in Boston,42.33774837,-71.05145393,House,2,2.5,1.0,1.0,92.0
3163,4928894,Deck right on East Broadway!,42.33677696,-71.03816267,Apartment,2,1.0,1.0,1.0,96.0
3164,10103725,Spacious Southie Condo 2 bed/bath -close to beach!,42.33123962,-71.0417569,Condominium,4,2.0,2.0,2.0,93.0
3165,6565713,Cozy bi-level Southie pad,42.33567763,-71.04377831,Apartment,5,1.5,2.0,3.0,95.0
3166,14151531,Great location close to everything!,42.33512936,-71.05541702,House,2,1.0,1.0,1.0,97.0
3167,13282275,Cozy condo in South Boston,42.33251099,-71.03508240000001,Apartment,1,1.0,1.0,1.0,100.0
3168,4287348,Sunny Bedroom in South Boston,42.33078385,-71.0468887,Apartment,1,1.0,1.0,1.0,93.0
3169,994138,"Private BR, Bath, & Living Room!",42.3364362,-71.03931172,Apartment,3,1.0,1.0,2.0,98.0
3170,4287366,Sunny 2 Bedroom in South Boston,42.33147628,-71.04888778,Apartment,3,1.0,2.0,2.0,77.0
3171,7713728,BEST OF BOSTON! 3BD NEAR BCEC!,42.33235823,-71.03139654,Apartment,7,1.0,3.0,3.0,97.0
3172,160572,Your Huge Beautiful Home away from Home,42.33324331,-71.04199974,House,6,2.5,3.0,3.0,70.0
3173,14693220,Luxury in South Boston,42.33982737,-71.04960194,Apartment,3,1.0,1.0,1.0,100.0
3174,5026613,Beautiful private room in Southie,42.33750282,-71.04778102,House,2,1.0,1.0,1.0,96.0
3175,5927267,"Large room, wood floor, 2 windows",42.33133863,-71.0569452,House,2,1.0,1.0,1.0,91.0
3177,7746589,Brand New 1 Bed Flat - South Boston,42.34290670000001,-71.05602136,Apartment,4,1.0,1.0,1.0,91.0
3178,8596320,Cozy Room in Hip Local Neighborhood,42.33887931,-71.04715368,Townhouse,2,1.5,1.0,1.0,100.0
3179,13855525,Cozy one bedroom in Southie,42.33379743,-71.03214357,Apartment,4,1.0,1.0,1.0,80.0
3180,13113079,South Boston shared Condo,42.33245352,-71.03504885,Condominium,2,2.0,1.0,1.0,80.0
